"","ID","Scenario","npvfb","agb_hist","lp_hist","land_prices","carbon_prices","crv","crv_cp"
"644","CR262205","IDC3NoFC",44.3223983345336,60.1216270870361,411.564089020138,411.564089020138,60.1216270870361,44.3223983345336,104.44402542157
"645","CR262205","IDC3ZD",44.3223983345336,60.1216270870361,411.564089020138,411.564089020138,60.1216270870361,44.3223983345336,104.44402542157
"646","CR262209","IDC3",15.7395259410292,79.7883709989535,326.292882415543,326.292882415543,79.7883709989535,15.7395259410292,95.5278969399827
"647","CR262209","IDC3NoFC",15.7395264031194,79.7883709989535,326.292882415543,326.292882415543,79.7883709989535,15.7395264031194,95.5278974020729
"648","CR262209","IDC3ZD",15.7397655316394,79.7883709989535,326.292882415543,326.292882415543,79.7883709989535,15.7397655316394,95.5281365305929
"649","CR262210","IDC3",18.3458860210693,84.8451508610125,1619.2828111342,1619.2828111342,84.8451508610125,18.3458860210693,103.191036882082
"650","CR262210","IDC3NoFC",18.3482296759237,84.8451508610125,1619.2828111342,1619.2828111342,84.8451508610125,18.3482296759237,103.193380536936
"651","CR262210","IDC3ZD",18.3523664693183,84.8451508610125,1619.2828111342,1619.2828111342,84.8451508610125,18.3523664693183,103.197517330331
"652","CR262211","IDC3",21.9019658410705,100.503221942226,1619.2828111342,1619.2828111342,100.503221942226,21.9019658410705,122.405187783296
"653","CR262211","IDC3NoFC",21.9019658410705,100.503221942226,1619.2828111342,1619.2828111342,100.503221942226,21.9019658410705,122.405187783296
"654","CR262211","IDC3ZD",21.9019658410705,100.503221942226,1619.2828111342,1619.2828111342,100.503221942226,21.9019658410705,122.405187783296
"655","CR262215","IDC3",114.242657239047,72.1995032537628,870.114353108115,870.114353108115,72.1995032537628,114.242657239047,186.44216049281
"656","CR262215","IDC3NoFC",114.242657239047,72.1995032537628,870.114353108115,870.114353108115,72.1995032537628,114.242657239047,186.44216049281
"657","CR262215","IDC3ZD",118.474450514149,72.1995032537628,870.114353108115,870.114353108115,72.1995032537628,118.474450514149,190.673953767912
"658","CR262216","IDC3",111.308002996648,69.8751184279251,870.114353108115,870.114353108115,69.8751184279251,111.308002996648,181.183121424573
"659","CR262216","IDC3NoFC",111.308002996648,69.8751184279251,870.114353108115,870.114353108115,69.8751184279251,111.308002996648,181.183121424573
"660","CR262216","IDC3ZD",111.308002996648,69.8751184279251,870.114353108115,870.114353108115,69.8751184279251,111.308002996648,181.183121424573
"661","CR262219","IDC3",64.6841804206022,43.928300264186,1899.74967095272,1899.74967095272,43.928300264186,64.6841804206022,108.612480684788
"662","CR262219","IDC3NoFC",64.6841804206022,43.928300264186,1899.74967095272,1899.74967095272,43.928300264186,64.6841804206022,108.612480684788
"663","CR262219","IDC3ZD",64.6841804206022,43.928300264186,1899.74967095272,1899.74967095272,43.928300264186,64.6841804206022,108.612480684788
"664","CR262220","IDC3",80.7105873273908,31.2133947175084,1899.74967095272,1899.74967095272,31.2133947175084,80.7105873273908,111.923982044899
"665","CR262220","IDC3NoFC",80.7105873273908,31.2133947175084,1899.74967095272,1899.74967095272,31.2133947175084,80.7105873273908,111.923982044899
"666","CR262220","IDC3ZD",75.9845406579089,31.2133947175084,1899.74967095272,1899.74967095272,31.2133947175084,75.9845406579089,107.197935375417
"667","CR262227","IDC3",24.9911814951534,112.013692201176,34.2244978889192,34.2244978889192,112.013692201176,24.9911814951534,137.004873696329
"668","CR262227","IDC3NoFC",24.9911814951534,112.013692201176,34.2244978889192,34.2244978889192,112.013692201176,24.9911814951534,137.004873696329
"669","CR262227","IDC3ZD",24.9911814951534,112.013692201176,34.2244978889192,34.2244978889192,112.013692201176,24.9911814951534,137.004873696329
"670","CR262229","IDC3",31.4232138908684,535.298578834182,575.145587404464,575.145587404464,535.298578834182,31.4232138908684,566.72179272505
"671","CR262229","IDC3NoFC",31.6513478887655,535.298578834182,575.145587404464,575.145587404464,535.298578834182,31.6513478887655,566.949926722947
"672","CR262229","IDC3ZD",31.4795588798893,535.298578834182,575.145587404464,575.145587404464,535.298578834182,31.4795588798893,566.778137714071
