"","ID","Scenario","CRVl2_NPV","soyarea","Forarea","area_km2","soyperc","forperc"
"1351","CR271204","IDC3NoFC",2691.33694463317,172.763888888889,0.127911413404114,3014,57.3204674482047,12.7911413404114
"1352","CR271204","IDC3ZD",2128.58923738097,156.391666666667,0.196217650962177,3014,51.8884096438841,19.6217650962177
"1353","CR271205","IDC3",2017.52590836387,205.451388888889,0.125585742771685,3009,68.2789594180422,12.5585742771685
"1354","CR271205","IDC3NoFC",2017.52590836387,205.451388888889,0.125585742771685,3009,68.2789594180422,12.5585742771685
"1355","CR271205","IDC3ZD",2017.48779689493,205.451388888889,0.125585742771685,3009,68.2789594180422,12.5585742771685
"1356","CR271206","IDC3",6248.72115341693,226.078055555556,0.179333166833167,3003,75.2840677840678,17.9333166833167
"1357","CR271206","IDC3NoFC",6248.7209246859,226.078055555556,0.179333166833167,3003,75.2840677840678,17.9333166833167
"1358","CR271206","IDC3ZD",5608.90522508383,202.862777777778,0.253883616383617,3003,67.5533725533726,25.3883616383617
"1359","CR271207","IDC3",3135.86301509087,184.774444444444,0.136803470136803,2997,61.6531346160976,13.6803470136803
"1360","CR271207","IDC3NoFC",3135.83736093175,184.774444444444,0.136803470136803,2997,61.6531346160976,13.6803470136803
"1361","CR271207","IDC3ZD",2071.14732860504,164.973055555556,0.23762929596263,2997,55.0460645831016,23.762929596263
"1362","CR271208","IDC3",3768.98169343344,87.015,0.591645770645269,2991,29.0922768304915,59.1645770645269
"1363","CR271208","IDC3NoFC",3773.88437400988,87.015,0.591537111334002,2991,29.0922768304915,59.1537111334002
"1364","CR271208","IDC3ZD",1321.01468993782,38.3761111111111,0.827963055834169,2991,12.8305286229058,82.7963055834169
"1365","CR271209","IDC3",2477.41879772998,16.4519444444444,0.696524288107203,2985,5.51153917736832,69.6524288107203
"1366","CR271209","IDC3NoFC",2517.4471144579,16.4519444444444,0.69640703517588,2985,5.51153917736832,69.640703517588
"1367","CR271209","IDC3ZD",968.984472941861,16.4519444444444,0.744543551088778,2985,5.51153917736832,74.4543551088778
"1368","CR271212","IDC3",1060.7894491114,5.07638888888889,0.41557054525014,2965,1.71210417837737,41.557054525014
"1369","CR271212","IDC3NoFC",650.864231031362,5.4575,0.41672849915683,2965,1.84064080944351,41.672849915683
"1370","CR271212","IDC3ZD",1060.76759245174,5.4575,0.41557054525014,2965,1.84064080944351,41.557054525014
"1371","CR271213","IDC3",537.439940999845,2.57777777777778,0.481219704655619,2957,0.871754405741555,48.1219704655619
"1372","CR271213","IDC3NoFC",537.439940999845,2.24333333333333,0.481219704655619,2957,0.758651786720775,48.1219704655619
"1373","CR271213","IDC3ZD",537.439940999845,2.96666666666667,0.481219704655619,2957,1.00326907902153,48.1219704655619
"1374","CR272193","IDC3",2857.98810824232,13.5619444444444,0.332069303694018,3059,4.433456830482,33.2069303694018
"1375","CR272193","IDC3NoFC",2858.06502403617,13.5425,0.331983491337038,3059,4.42710035959464,33.1983491337038
